성분코드,성분명,함량,단일복합,주성분코드,제형코드,투여경로,투여경로명,제형명칭,동일 제형군,함량수치,함량단위
203906CLQ,ofloxacin,3mg,단일,203906CLQ,LQ,C,외용제,액제,-,3.0,mg
207101CLQ,oxymetazoline HCl,250mcg,단일,207101CLQ,LQ,C,외용제,액제,-,250.0,mcg
207102CLQ,oxymetazoline HCl,50mcg,단일,207102CLQ,LQ,C,외용제,액제,-,50.0,mcg
211904CLQ,phenylephrine HCl,5mg,단일,211904CLQ,LQ,C,외용제,액제,-,5.0,mg
212201ALQ,pidotimod,57.14mg,단일,212201ALQ,LQ,A,내복제,액제,-,57.14,mg
213401ALQ,piracetam,200mg,단일,213401ALQ,LQ,A,내복제,액제,-,200.0,mg
214003CLQ,piroxicam,5mg,단일,214003CLQ,LQ,C,외용제,액제,-,5.0,mg
214801CLQ,poly tar B,20mg,단일,214801CLQ,LQ,C,외용제,액제,-,20.0,mg
216201CLQ,povidone iodide,100mg,단일,216201CLQ,LQ,C,외용제,액제,-,100.0,mg
216202CLQ,povidone iodide,1mg,단일,216202CLQ,LQ,C,외용제,액제,-,1.0,mg
216205CLQ,povidone iodide,7.5mg,단일,216205CLQ,LQ,C,외용제,액제,-,7.5,mg
216206CLQ,povidone iodide,75mg,단일,216206CLQ,LQ,C,외용제,액제,-,75.0,mg
216207CLQ,povidone iodide,100mg,단일,216207CLQ,LQ,C,외용제,액제,-,100.0,mg
216901CLQ,prednicarbate,2.5mg,단일,216901CLQ,LQ,C,외용제,액제,-,2.5,mg
222805ALQ,ranitidine HCl,75mg,단일,222805ALQ,LQ,A,내복제,액제,-,75.0,mg
224201ALQ,risperidone,1mg,단일,224201ALQ,LQ,A,내복제,액제,-,1.0,mg
224402ALQ,ritonavir,80mg,단일,224402ALQ,LQ,A,내복제,액제,-,80.0,mg
224502ALQ,rivastigmine,2mg,단일,224502ALQ,LQ,A,내복제,액제,-,2.0,mg
227301CLQ,sevoflurane,1ml,단일,227301CLQ,LQ,C,외용제,액제,-,1.0,ml
228802CLQ,sodium cromoglycate,20mg,단일,228802CLQ,LQ,C,외용제,액제,-,20.0,mg
228901ALQ,sodium ferric gluconate complex,12.7mg,단일,228901ALQ,LQ,A,내복제,액제,-,12.7,mg
228903ALQ,sodium ferric gluconate complex,17.75mg,단일,228903ALQ,LQ,A,내복제,액제,-,17.75,mg
232301ALQ,sucralfate,1000mg,단일,232301ALQ,LQ,A,내복제,액제,-,1000.0,mg
235701CLQ,terbinafine HCl,10mg,단일,235701CLQ,LQ,C,외용제,액제,-,10.0,mg
235805CLQ,terbutaline sulfate,5mg/2ml,단일,235805CLQ,LQ,C,외용제,액제,-,52.0,mg/ml
236601CLQ,tetrachlordecaoxide conc.,200mcg,단일,236601CLQ,LQ,C,외용제,액제,-,200.0,mcg
240601CLQ,tixocortol pivalate,1.2mg,단일,240601CLQ,LQ,C,외용제,액제,-,1.2,mg
241601CLQ,tolnaftate,10mg,단일,241601CLQ,LQ,C,외용제,액제,-,10.0,mg
243309CLQ,triamcinolone acetonide,6.6mg,단일,243309CLQ,LQ,C,외용제,액제,-,6.6,mg
243701CLQ,triclocarban,10.8mg,단일,243701CLQ,LQ,C,외용제,액제,-,10.8,mg
244801ALQ,tripotassium dicitrato bismuthate,20mg,단일,244801ALQ,LQ,A,내복제,액제,-,20.0,mg
244803ALQ,tripotassium dicitrato bismuthate,60mg,단일,244803ALQ,LQ,A,내복제,액제,-,60.0,mg
249601CLQ,xylometazoline HCl,1mg,단일,249601CLQ,LQ,C,외용제,액제,-,1.0,mg
249602CLQ,xylometazoline HCl,500mcg,단일,249602CLQ,LQ,C,외용제,액제,-,500.0,mcg
264600ALQ,acetylcysteine,400mg,복합,264600ALQ,LQ,A,내복제,액제,-,400.0,mg
264600ALQ,isoproterenol HCl,2mg,복합,264600ALQ,LQ,A,내복제,액제,-,2.0,mg
281800ALQ,aluminum hydroxide gel(dried),94.9mg,복합,281800ALQ,LQ,A,내복제,액제,-,94.9,mg
281800ALQ,magnesium carbonate,411.6mg,복합,281800ALQ,LQ,A,내복제,액제,-,411.6,mg
282500ALQ,aluminum hydroxide gel(dried),800mg,복합,282500ALQ,LQ,A,내복제,액제,-,800.0,mg
282500ALQ,magnesium carbonate,400mg,복합,282500ALQ,LQ,A,내복제,액제,-,400.0,mg
299000ALQ,citric acid,66.8mg,복합,299000ALQ,LQ,A,내복제,액제,-,66.8,mg
299000ALQ,potassium citrate,220mg,복합,299000ALQ,LQ,A,내복제,액제,-,220.0,mg
303800ALQ,sodium ferric gluconate complex,22.19mg,복합,303800ALQ,LQ,A,내복제,액제,-,22.19,mg
303800ALQ,calcium folinate,37.5mcg,복합,303800ALQ,LQ,A,내복제,액제,-,37.5,mcg
312400ALQ,dibasic sodium phosphate,180mg,복합,312400ALQ,LQ,A,내복제,액제,-,180.0,mg
312400ALQ,monobasic sodium phosphate,480mg,복합,312400ALQ,LQ,A,내복제,액제,-,480.0,mg
334100CLQ,ciprofloxacin HCl,2.329mg,복합,334100CLQ,LQ,C,외용제,액제,-,2.329,mg
334100CLQ,hydrocortisone,10mg,복합,334100CLQ,LQ,C,외용제,액제,-,10.0,mg
335600CLQ,dibasic sodium phosphate,60mg,복합,335600CLQ,LQ,C,외용제,액제,-,60.0,mg
335600CLQ,monobasic sodium phosphate,160mg,복합,335600CLQ,LQ,C,외용제,액제,-,160.0,mg
335700CLQ,dibasic sodium phosphate,480mg,복합,335700CLQ,LQ,C,외용제,액제,-,480.0,mg
335700CLQ,monobasic sodium phosphate,180mg,복합,335700CLQ,LQ,C,외용제,액제,-,180.0,mg
335800CLQ,D-sorbitol,13.4g,복합,335800CLQ,LQ,C,외용제,액제,-,13.4,g
335800CLQ,sodium docusate,10mg,복합,335800CLQ,LQ,C,외용제,액제,-,10.0,mg
339000CLQ,cetrimide,150mg,복합,339000CLQ,LQ,C,외용제,액제,-,150.0,mg
339000CLQ,chlorhexidine gluconate,15mg,복합,339000CLQ,LQ,C,외용제,액제,-,15.0,mg
343000CLQ,dried lactaserum,9.3mg,복합,343000CLQ,LQ,C,외용제,액제,-,9.3,mg
343000CLQ,lactic acid,10mg,복합,343000CLQ,LQ,C,외용제,액제,-,10.0,mg
287900ALQ,fructose,374mg,복합,287900ALQ,LQ,A,내복제,액제,-,374.0,mg
287900ALQ,glucose,374mg,복합,287900ALQ,LQ,A,내복제,액제,-,374.0,mg
287900ALQ,phosphoric acid,4.3mg,복합,287900ALQ,LQ,A,내복제,액제,-,4.3,mg
334200CLQ,colistin sulfate,3mg,복합,334200CLQ,LQ,C,외용제,액제,-,3.0,mg
334200CLQ,hydrocortisone acetate,10mg,복합,334200CLQ,LQ,C,외용제,액제,-,10.0,mg
334200CLQ,neomycin sulfate,3.3mg,복합,334200CLQ,LQ,C,외용제,액제,-,3.3,mg
343100CLQ,benzoic acid,60mg,복합,343100CLQ,LQ,C,외용제,액제,-,60.0,mg
343100CLQ,salicylic acid,30mg,복합,343100CLQ,LQ,C,외용제,액제,-,30.0,mg
343100CLQ,tolnaftate,10mg,복합,343100CLQ,LQ,C,외용제,액제,-,10.0,mg
343300CLQ,chloroxylenol,5mg,복합,343300CLQ,LQ,C,외용제,액제,-,5.0,mg
343300CLQ,coal tar sol.,75.4mg,복합,343300CLQ,LQ,C,외용제,액제,-,75.4,mg
343300CLQ,menthol,15.1mg,복합,343300CLQ,LQ,C,외용제,액제,-,15.1,mg
347600CLQ,hydrocortisone,10mg,복합,347600CLQ,LQ,C,외용제,액제,-,10.0,mg
347600CLQ,neomycin sulfate,5mg,복합,347600CLQ,LQ,C,외용제,액제,-,5.0,mg
347600CLQ,polymixin B sulfate,10ki.u,복합,347600CLQ,LQ,C,외용제,액제,-,10.0,kiu
305600ALQ,dextrose,25mg,복합,305600ALQ,LQ,A,내복제,액제,-,25.0,mg
305600ALQ,potassium citrate,2.04mg,복합,305600ALQ,LQ,A,내복제,액제,-,2.04,mg
305600ALQ,sodium chloride,2.05mg,복합,305600ALQ,LQ,A,내복제,액제,-,2.05,mg
305600ALQ,sodium citrate,860mcg,복합,305600ALQ,LQ,A,내복제,액제,-,860.0,mcg
343800CLQ,benzalconium chloride,50mg,복합,343800CLQ,LQ,C,외용제,액제,-,50.0,mg
343800CLQ,crotamiton,50mg,복합,343800CLQ,LQ,C,외용제,액제,-,50.0,mg
343800CLQ,pyrrolnitrine,5mg,복합,343800CLQ,LQ,C,외용제,액제,-,5.0,mg
343800CLQ,salicylic acid,20mg,복합,343800CLQ,LQ,C,외용제,액제,-,20.0,mg
344100CLQ,dibucaine HCl,5mg,복합,344100CLQ,LQ,C,외용제,액제,-,5.0,mg
344100CLQ,diphenhydramine HCl,5mg,복합,344100CLQ,LQ,C,외용제,액제,-,5.0,mg
344100CLQ,glycyrrhetic acid,5mg,복합,344100CLQ,LQ,C,외용제,액제,-,5.0,mg
344100CLQ,salicylic acid,0.1g,복합,344100CLQ,LQ,C,외용제,액제,-,0.1,g
344100CLQ,tolnaftate,0.02g,복합,344100CLQ,LQ,C,외용제,액제,-,0.02,g
347000CLQ,aprotinin,3000ki.u/ml,복합,347000CLQ,LQ,C,외용제,액제,-,3000.0,kiu/ml
347000CLQ,calcium chloride,5.88mg/ml,복합,347000CLQ,LQ,C,외용제,액제,-,5.88,mg/ml
347000CLQ,human thrombin,4i.u/ml,복합,347000CLQ,LQ,C,외용제,액제,-,4.0,iu/ml
347000CLQ,human thrombin,500iu/ml,복합,347000CLQ,LQ,C,외용제,액제,-,500.0,iu/ml
347000CLQ,lyophilized steam treated fibrinogen concentrate,100~130mg/ml,복합,347000CLQ,LQ,C,외용제,액제,-,100130.0,~mg/ml
347100CLQ,aprotinin solution ,1000KI.U,복합,347100CLQ,LQ,C,외용제,액제,-,1000.0,KIU
347100CLQ,bovine thrombin ,400-600I.U,복합,347100CLQ,LQ,C,외용제,액제,-,400600.0,-IU
347100CLQ,cacl₂ solution ,14.7mg,복합,347100CLQ,LQ,C,외용제,액제,-,14.7,mg
347100CLQ,human coagulation factor Ⅲ ,40-80i.U,복합,347100CLQ,LQ,C,외용제,액제,-,4080.0,-iU
347100CLQ,human fibrinogen ,65-115mg,복합,347100CLQ,LQ,C,외용제,액제,-,65115.0,-mg
347200CLQ,aprotinin solution,1000ki.u/1ml,복합,347200CLQ,LQ,C,외용제,액제,-,1000.1,kiu/ml
15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,
347200CLQ,fibrinogen,65mg/1ml-115,복합,347200CLQ,LQ,C,외용제,액제,-,651115.0,mg/ml-
347200CLQ,human coagulation Ⅷ factor,40ml-80u/1,복합,347200CLQ,LQ,C,외용제,액제,-,40801.0,ml-u/
347200CLQ,thrombin,400-600i.u,복합,347200CLQ,LQ,C,외용제,액제,-,400600.0,-iu
341900CLQ,camphor,30mg,복합,341900CLQ,LQ,C,외용제,액제,-,30.0,mg
341900CLQ,crotamiton,50mg,복합,341900CLQ,LQ,C,외용제,액제,-,50.0,mg
341900CLQ,dibucaine HCl,5mg,복합,341900CLQ,LQ,C,외용제,액제,-,5.0,mg
341900CLQ,diphenhydramine HCl,10mg,복합,341900CLQ,LQ,C,외용제,액제,-,10.0,mg
341900CLQ,glycyrrhetic acid,1mg,복합,341900CLQ,LQ,C,외용제,액제,-,1.0,mg
341900CLQ,menthol,35mg,복합,341900CLQ,LQ,C,외용제,액제,-,35.0,mg
335500CLQ,calcium chloride,15mg,복합,335500CLQ,LQ,C,외용제,액제,-,15.0,mg
335500CLQ,carboxymethylcellulose sodium,1g,복합,335500CLQ,LQ,C,외용제,액제,-,1.0,g
335500CLQ,dipotassium phosphate,34mg,복합,335500CLQ,LQ,C,외용제,액제,-,34.0,mg
335500CLQ,d-sorbitol,3g,복합,335500CLQ,LQ,C,외용제,액제,-,3.0,g
335500CLQ,magnesium chloride,5mg,복합,335500CLQ,LQ,C,외용제,액제,-,5.0,mg
335500CLQ,potassium chloride,120mg,복합,335500CLQ,LQ,C,외용제,액제,-,120.0,mg
335500CLQ,sodium chloride,84mg,복합,335500CLQ,LQ,C,외용제,액제,-,84.0,mg
304700ALQ,ascorbic acid,152mcg,복합,304700ALQ,LQ,A,내복제,액제,-,152.0,mcg
,ferrous sulfate,44.8mcg,복합,304700ALQ,LQ,A,내복제,액제,-,44.8,mcg
,folic acid,0.2mcg,복합,304700ALQ,LQ,A,내복제,액제,-,0.2,mcg
,isolated soybean protein,5.2mg,복합,304700ALQ,LQ,A,내복제,액제,-,5.2,mg
,magnesium chloride,1.64mg,복합,304700ALQ,LQ,A,내복제,액제,-,1.64,mg
,manganese chloride,7.2mcg,복합,304700ALQ,LQ,A,내복제,액제,-,7.2,mcg
,nicotinamide,20mcg,복합,304700ALQ,LQ,A,내복제,액제,-,20.0,mcg
,phytonadione,0.07mcg,복합,304700ALQ,LQ,A,내복제,액제,-,0.07,mcg
,potassium chloride,1.2mg,복합,304700ALQ,LQ,A,내복제,액제,-,1.2,mg
,potassium citrate,1.84mg,복합,304700ALQ,LQ,A,내복제,액제,-,1.84,mg
,purified sucrose,39.2mg,복합,304700ALQ,LQ,A,내복제,액제,-,39.2,mg
,biotin,0.15mcg,복합,304700ALQ,LQ,A,내복제,액제,-,0.15,mcg
,pyridoxine HCl,2mg,복합,304700ALQ,LQ,A,내복제,액제,-,2.0,mg
,retinol palmitate,1.38mcg,복합,304700ALQ,LQ,A,내복제,액제,-,1.38,mcg
,riboflavin,1.72mg,복합,304700ALQ,LQ,A,내복제,액제,-,1.72,mg
,sodium bicarbonate,0.306mcg,복합,304700ALQ,LQ,A,내복제,액제,-,0.306,mcg
,sodium calcium caseinate,10.8mg,복합,304700ALQ,LQ,A,내복제,액제,-,10.8,mg
,sodium caseinate,23.6mg,복합,304700ALQ,LQ,A,내복제,액제,-,23.6,mg
,sodium citrate,1.56mg,복합,304700ALQ,LQ,A,내복제,액제,-,1.56,mg
,soybean phospholipid,1.6mg,복합,304700ALQ,LQ,A,내복제,액제,-,1.6,mg
,thiamine HCl,1.52mg,복합,304700ALQ,LQ,A,내복제,액제,-,1.52,mg
,tocopherol acetate,32.9mcg,복합,304700ALQ,LQ,A,내복제,액제,-,32.9,mcg
,calcium pantothenate,5.44mcg,복합,304700ALQ,LQ,A,내복제,액제,-,5.44,mcg
,tricalcium phosphate,1.2mg,복합,304700ALQ,LQ,A,내복제,액제,-,1.2,mg
,zinc sulfate,65.96mcg,복합,304700ALQ,LQ,A,내복제,액제,-,65.96,mcg
,cholecalciferol,0.005mcg,복합,304700ALQ,LQ,A,내복제,액제,-,0.005,mcg
,choline chloride,600mcg,복합,304700ALQ,LQ,A,내복제,액제,-,600.0,mcg
,copper sulfate,3.92mg,복합,304700ALQ,LQ,A,내복제,액제,-,3.92,mg
,corn oil,33.2mg,복합,304700ALQ,LQ,A,내복제,액제,-,33.2,mg
,cyanocobalamine,0.006mcg,복합,304700ALQ,LQ,A,내복제,액제,-,0.006,mcg
,dextrin,98mg,복합,304700ALQ,LQ,A,내복제,액제,-,98.0,mg
102903COO,acyclovir,30mg,단일,102903COO,OO,C,외용제,"안연고제, 점안겔제",-,30.0,mg
109101COO,anhydrous liquid lanolin,30mg,단일,109101COO,OO,C,외용제,"안연고제, 점안겔제",-,30.0,mg
131002COO,chloramphenicol,10mg,단일,131002COO,OO,C,외용제,"안연고제, 점안겔제",-,10.0,mg
141902COO,dexamethasone,1mg,단일,141902COO,OO,C,외용제,"안연고제, 점안겔제",-,1.0,mg
173103COO,idoxuridine,2.5mg,단일,173103COO,OO,C,외용제,"안연고제, 점안겔제",-,2.5,mg
203903COO,ofloxacin,3mg,단일,203903COO,OO,C,외용제,"안연고제, 점안겔제",-,3.0,mg
207404COO,oxytetracycline HCl,5mg,단일,207404COO,OO,C,외용제,"안연고제, 점안겔제",-,5.0,mg
240801COO,tobramycin,3mg,단일,240801COO,OO,C,외용제,"안연고제, 점안겔제",-,3.0,mg
240902COO,tobramycin sulfate,3mg,단일,240902COO,OO,C,외용제,"안연고제, 점안겔제",-,3.0,mg
331200COO,colistin Na methanesulfonate,5mg,복합,331200COO,OO,C,외용제,"안연고제, 점안겔제",-,5.0,mg
331200COO,erythromycin lactobionate,5mg,복합,331200COO,OO,C,외용제,"안연고제, 점안겔제",-,5.0,mg
331300COO,colistin sodium methanesulfonate,5mg,복합,331300COO,OO,C,외용제,"안연고제, 점안겔제",-,5.0,mg
331300COO,tetracycline HCl,5mg,복합,331300COO,OO,C,외용제,"안연고제, 점안겔제",-,5.0,mg
331400COO,dexamethasone,500mcg,복합,331400COO,OO,C,외용제,"안연고제, 점안겔제",-,500.0,mcg
331400COO,neomycin sulfate,5mg,복합,331400COO,OO,C,외용제,"안연고제, 점안겔제",-,5.0,mg
332200COO,fluorometholone,1mg,복합,332200COO,OO,C,외용제,"안연고제, 점안겔제",-,1.0,mg
332200COO,gentamicin sulfate,3mg,복합,332200COO,OO,C,외용제,"안연고제, 점안겔제",-,3.0,mg
333200COO,aminoquine carbamide HCl,3mg,복합,333200COO,OO,C,외용제,"안연고제, 점안겔제",-,3.0,mg
333200COO,neomycin HCl,1.6mg,복합,333200COO,OO,C,외용제,"안연고제, 점안겔제",-,1.6,mg
333200COO,prednisolone,2.5mg,복합,333200COO,OO,C,외용제,"안연고제, 점안겔제",-,2.5,mg
333500COO,dexamethasone,1mg,복합,333500COO,OO,C,외용제,"안연고제, 점안겔제",-,1.0,mg
333500COO,neomycin sulfate,3.5mg,복합,333500COO,OO,C,외용제,"안연고제, 점안겔제",-,3.5,mg
333500COO,polymixin B sulfate,6000i.u,복합,333500COO,OO,C,외용제,"안연고제, 점안겔제",-,6000.0,iu
102906CCM,acyclovir,50mg,단일,102906CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",50.0,mg
103401CCM,adomethasone diproponate,0.5mg,단일,103401CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",0.5,mg
106401CCM,amcinonide,1mg,단일,106401CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",1.0,mg
114401CCM,becaplermin,0.1mg,단일,114401CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",0.1,mg
115301CCM,benoxinate HCl,2mg,단일,115301CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",2.0,mg
115901CCM,benzoylperoxide,25mg,단일,115901CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",25.0,mg
117301CCM,bifonazole,10mg,단일,117301CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
117601CCM,biphenyl acetic acid,30mg,단일,117601CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",30.0,mg
119403CCM,budesonide,250mcg,단일,119403CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",250.0,mcg
120901CCM,butenafine HCl,10mg,단일,120901CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
121501CCM,calciportriol,50mcg,단일,121501CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",50.0,mcg
122801CCM,capsaicin,250mcg,단일,122801CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",250.0,mcg
122802CCM,capsaicin,750mcg,단일,122802CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",750.0,mcg
123201CCM,carbamide peroxide,100mg,단일,123201CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",100.0,mg
123501CCM,carbenoxolone(gel),20.8mg,단일,123501CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",20.8,mg
129203CCM,centella asiatica ext.,10mg,단일,129203CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
131303CCM,chlorhexidine gluconate,0.05ml,단일,131303CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",0.05,ml
132801CCM,ciclopirox olamine,10mg,단일,132801CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
135604CCM,clindamycin phosphate,20mg,단일,135604CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",20.0,mg
135802CCM,clobetasol propionate,500mcg,단일,135802CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",500.0,mcg
135901CCM,clobetasone butyrate,500mcg,단일,135901CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",500.0,mcg
136001CCM,cloconazole HCl,10mg,단일,136001CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
137402CCM,clotrimazole,10mg,단일,137402CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
141501CCM,desonide,500mcg,단일,141501CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",500.0,mcg
141602CCM,desoxymethasone,500mcg,단일,141602CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",500.0,mcg
142101CCM,dexamethasone propionate,1mg,단일,142101CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",1.0,mg
143301CCM,diclofenac diethylammonium,11.6mg,단일,143301CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",11.6,mg
143503CCM,diclofenac sodium,10mg,단일,143503CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
144401CCM,diflorasone diacetate,500mcg,단일,144401CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",500.0,mcg
144701CCM,diflupredinate,0.5mg,단일,144701CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",0.5,mg
154902CCM,estradiol hemihydrate,1.0325mg,단일,154902CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",1.0325,mg
155201CCM,estriol,1mg,단일,155201CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",1.0,mg
155303CCM,estrogen(conjugated),625mcg,단일,155303CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",625.0,mcg
156702CCM,etofenamate,100mg,단일,156702CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",100.0,mg
158403CCM,fenticonazole nitrate,20mg,단일,158403CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",20.0,mg
160701CCM,fluocinolone acetonide,250mcg,단일,160701CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",250.0,mcg
160801CCM,fluocinonide,500mcg,단일,160801CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",500.0,mcg
160901CCM,fluocortin butyl ester,7.5mg,단일,160901CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",7.5,mg
162201CCM,fluticasone propionate,0.5mg,단일,162201CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",0.5,mg
162301CCM,flutrimazol,10mg,단일,162301CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
165102CCM,gentamicin sulfate,1mg,단일,165102CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",1.0,mg
167801CCM,halcinonide,1mg,단일,167801CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",1.0,mg
170901CCM,hydrocortisone,10mg,단일,170901CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
170902CCM,hydrocortisone,25mg,단일,170902CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",25.0,mg
171001CCM,hydrocortisone acetate,10mg,단일,171001CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
171101CCM,hydrocortisone butyrate,1mg,단일,171101CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",1.0,mg
171301CCM,hydrocortisone valerate,2mg,단일,171301CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",2.0,mg
173101CCM,idoxuridine,100mg,단일,173101CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",100.0,mg
174802CCM,indomethacin,10mg,단일,174802CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
177902CCM,isoconazole nitrate,10mg,단일,177902CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
179602CCM,ketoconazole,20mg,단일,179602CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",20.0,mg
179702CCM,ketoprofen,30mg,단일,179702CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",30.0,mg
179802CCM,ketoprofen lysinate,50mg,단일,179802CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",50.0,mg
184301CCM,lindane,10mg,단일,184301CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",10.0,mg
186901CCM,mafenide acetate,112mg,단일,186901CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",112.0,mg
193401CCM,methylprednisolone aceponate,1g,단일,193401CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",1.0,g
194103CCM,metronidazole,7.5mg,단일,194103CCM,CM,C,외용제,"크림제, 겔제, 젤리","CM, OM, PA",7.5,mg
